Profile ID,Work Experience,Education,Max Time Difference (Years),Normalized_Column,Earliest Work Year,Latest Education Year,Year Difference,Normalized Difference,Normalized Year Difference
263,"   Education Bachelor of Science   :  Accounting   Upper Iowa University   ï¼\u2006  City   ,  State   Accounting Bachelor of Science   :  Business Administration   University of Illinois   Business Administration Champaign/Urbana, IL 2015-16 Director of Finance - Hononegah Youth Soccer Association Skills accounting, AP, AR, balance sheet, Benefits, billing, cash flow, Cash Management, credit, Client, Finance, financials, Director, Payroll, year-end  ,   GENERAL ACCOUNTANT Summary Team-oriented accountant, successful at managing multiple projects and consistently meeting deadlines under Budget forecasting  Excellent managerial techniques Account reconciliation  Strong organizational skills Cash Management  Proficient in QuickBooks, Intacct, Financial statement reporting  Excel, Word Experience 01/2016   to  11/2016 General Accountant Treasury Manager Comply365 *   ",,0.0,0.0,2015.0,,0,0,0.0
264,,"   Education Associate of Arts   ,  Interior Design   2004   Amarillo College   ï¼\u2006  City   ,  State   ,  USA Associate of Arts   ,  Interior Design   Border Institute of Technology Amarillo College   ï¼\u2006  City   ,  State   Began Associates degree here but moved to Amarillo and continued and finished education in Amarillo Interests   ",0.0,0.0,,,0,0,0.0
265,"   Fall 2017Â  Extra-Curricular Activities Resource Manager in Robotics Club, Kathmandu Engineering College, Tribhuvan University (2013 - 2013).  ,   Java Developer Intern   03/2014   to  05/2014   Company Name   City   ,  State Core Java programming with Multithreading Exception Handling, File Handling, IO, Generics, and Java Collections.  ,   Java Full Stack Developer   05/2014   to  06/2016   Company Name   City   ,  State Worked on varied aspects of application development including requirement analysis, design, implementation, and testing.  , ""Skills Programming Languages: Java/J2EE, JavaScript, Android, HTML, CSS, SQL, C, C Frameworks and Libraries: Spring, Restful-Web Services, Hibernate, AngularJS, ReactJS, jQuery, Bootstrap,Â Selenium WebDriver, Cucumber Databases: MySQL, PostgreSQL, Oracle, MongoDB, H2 Build Tools: Gradle, Maven, Ant Practices: Agile/Scrum, Waterfall, TDD, Clean Coding, Continuous Delivery Architectures: Microservices, Single Page Application, REST, Client/Server Version Control: SVN, Git Cloud Application Platform: AWS Others: Bower, Grunt, Npm, Node, JSON, XML, Jenkins IDE: Eclipse, IntelliJ, Android Studio Operating Systems: Linux, Windows Experience Information Technology Intern (Test Automation Engineer)   05/2017   to  08/2017   Company Name   City   ,  State Created nicely baked â€˜Test Automation Framework   to provide an execution environment for the automation test scripts."",   Software Developer Intern   01/2013   to  10/2013   Company Name   City   ,  State Designed and developed applications using Scrum, an iterative and incremental Agile Software Development methodology.   "," ""Conducted and mentored   Microcontroller Workshop (13th January 2013)  , and   Circuit Synthesis Training Program (14th June 2013)   at Kathmandu Engineering College."", ""Education Master of Science   :  Computer Science   2017   Lamar University   City   ,  State   ,  United States of America   GPA: 4.0/4.0 Bachelor of Engineering   :  Electronics and Communication Engineering   2013   Tribhuvan University   City   ,  State   ,  Nepal   GPA: 3.94/4.0 Honours and Distinction Winner of National Robotics Competition,   Yantra 1.0   organized by Robotics Association of Nepal (RAN): July 2012 Outstanding Student Award, Lamar University:"",   Treasurer and Event Organizer in Nepalese Student Association (NSA) at Lamar University (2016 - 2017).   ",0.0,0.0,2013.0,2017.0,4,4,0.11428571428571428
266," ""Experience Finance Specialist   Nov 2014   to  Jan 2015   Company Name One of the nation  s largest owners and managers of high-quality residential housing representing a diverse mix of multifamily, military and student communities."" ","   Audit Staff   Apr 2005   to  Jun 2005   Daily allowance of PHP50  Hours: 40 hours per week During my senior year in college, I have undergone on-the-job training for audit.  , ""Education and Training Bachelor of Science   ,  Accountancy Philippines   2006   Holy Angel University   Accountancy Cum Laude Philippines Skills Accounting, general accounting, auditing, balance sheets, billings, budget, closing, contracts, CPA, credit, client, clients, Finance, Financial, Financial Accountant, financial audit, financial reporting, prepare the Company  s Financial Statements, Financial Statements, funds, PHP, inspection, internal audit, inventory, meetings, Exchange, Office, payables, procurement, quality, maintaining files, reporting, Securities, tax, Tax Returns, phone, year-end"" ",0.0,0.0,2014.0,2005.0,0,0,0.0
267,"   Collection Specialist II   05/2015   to  10/2015   Company Name   City   ,  State Complete collection calls and/or correspondence in a fast-paced goal oriented collection department.  ,   Collections Specialist   03/2010   to  09/2012   Company Name   City   ,  State Complete collection calls and/or correspondence in a fast paced goal oriented collections department.   ","   Education Associate of Science   :  Health Administration   El Centro Community College   City   ,  State   ,  usa Health Administration State Skills Skills Microsoft Suite Proficiency RightFax Ventura Lotus Notes 10 Key (By Sight) Data Entry Dispatch Collections Customer Service Sales Cash Handling   ",0.0,0.0,2010.0,,0,0,0.0
268,"   Education and Training Bachelor of Science   :  Professional Aeronautics   2009   Embry-Riddle Aeronautical University Minors: Aviation Safety, Management, International Relations Associate of Arts   :  Liberal Arts   2004   Johnson Country Community College   City   ,  State Professional Aeronautics   1999   Spartan School of Aeronautics   City Affiliations Professional Associate of Dive Instructors, Aircraft Owners and Pilots Association, Embry-Riddle Aeronautical University Alumni, Cherokee Flyers, Inc.(President, Vice President, Director of Membership, Assist.   ","   CertificationsFAA Certificated Commercial/Instrument Pilot - Single-Engine Airplane, PADI Certified Dive Master.   ",0.0,0.0,,,0,0,0.0
269,"   Core Qualifications Initiative to work independently  Customer service Quality inspection  Team building Excel spreadsheet  Strong initiative Energetic work attitude Outstanding customer service Active listening skills  Strong communication skills Call center experience  Strong organizational skills Strong Organizational Skills  Telecommunication skills Proper phone etiquette  Opening/closing procedures Knowledgeable of quality  Excellent communication skills control standards  Strong interpersonal skills Experience 01/2002 Supervisor, Accountant   Company Name   ï¼\u2006  City   ,  State Supervised and trained sales team.   ",,0.0,0.0,2002.0,,0,0,0.0
270,"   Consultant Project Manager   09/2009   to  07/2012   Company Name Wrote policy and procedures and completed other Department of Health licensing requirements for credentialing.  ,   Liaison Officer   07/2006   to  04/2009   Company Name   City   ,  State Organized presentations with business partners regarding objectives to achieve.   ","   EducationMaster   :  Business Administration   Business Administration Master   :  Private Business Law   Southeastern University   City   ,  State   ,  France   Private Business Law Skills Accounting, agency, benefits, clientele, client, clients, database, delivery, Department of Health, fax, filing, HR, insurance, marketing plan, materials, Payroll, policies, presentations, processes, quality, quality assurance, quest, Research, Service Level Agreement, supervision, telephone  ,   HR CUSTOMER SERVICE REPRESENTATIVE Summary Excellent team player with legal background and  abilities to interpret laws, procedures, policies and processes; Client-oriented, results-driven and deadline-oriented with a high degree of initiative; Capable to undertake and resolve numerous and complex assignments with minimal supervision.   ",0.0,0.0,2006.0,,0,0,0.0
271,"   Associate Finance Director   04/2011   to  12/2012   Company Name   City   ,  State Biologics Product Lifecycle & Sourcing / BMSC Oversaw the development of the annual budget, quarterly forecasts (total consolidated budget = $165M) for the Biologics Commercialization area, which focuses on bringing product mfg processes from the lab scale to commercial production scale; analyze financial variances & performance trends and communicate issues to the VP, Biologics Mfg and Exec Director, BMSC.  ,   Education Master of Business Administration   :  Finance   May 2002   UNIVERSITY OF MARYLAND - COLLEGE PARK  Robert H. Smith School of Business   GPA:  GPA: 3.73   Finance GPA: 3.73 Bachelor of Arts   :  Chemistry Mathematics and Chinese   May 1998   NEW YORK UNIVERSITY   GPA:  GPA: 3.93 UNCF - Merck Undergraduate Science Research Scholarship for Minorities   GPA: 3.93 Chemistry Mathematics and Chinese UNCF - Merck Undergraduate Science Research Scholarship for Minorities Skills streamline, ad, balance sheet, Basic, budgeting, budgets, Budget, business processes, capital expenditures, Cognos, Conferences, contracts, Corporate Finance, cost reduction, Client, data collection, documentation, drivers, economic analysis, Essbase, senior management, Finance, Financial, Financial Analyst, financial forecasts, financial reporting, forecasting, Hyperion, inventory, Investments, JD Edwards, Latin, Leadership, Lotus Notes, Director, macros, managing, Mfg, market, Marketing, MBA, Access, Excel, Microsoft Office Suite, PowerPoint, Win98, Word, pricing, processes, Procurement, promotion, Quality, Recruiting, reporting, Sales, SAP, Sarbanes-Oxley, Six Sigma, Spanish, strategic, Supply Chain Management, Tax, Vaccine, variance analysis, Vista, written  ,   FINANCE DIRECTOR Experience Finance Director   04/2014   to  Current   Company Name   City   ,  State Merck Global Capital Investment Planning & Reporting.  ,   Finance Director   01/2013   to  03/2014   Company Name   City   ,  State Americas & Merck Consumer Care Mfg Operations Responsible for the development of budgets, forecasts, long range plans, inventory & capital reporting for all manufacturing plants in North America (gross spend of ~$1B),  ,   Finance Manager   02/2008   to  03/2011   Company Name   City   ,  State Merck Manufacturing Division (MMD) Planning, Reporting & Analysis Oversaw the development of the MMD annual budget, quarterly forecasts (total consolidated budget = $10B, having $2B direct P&L impact); analyze financial variances & performance trends and communicate divisional issues to the President, Merck Manufacturing and his direct reports.  ,   Finance Manager   05/2007   to  02/2008   Company Name   City   ,  State Implemented standard financial reporting processes & procedures for the Merck Manufacturing Division.  , ""Provide financial & economic analysis to support strategic decisions for Merck  s biologics programs, including production siting analysis (i.e. make vs buy), capital expenditures, market entrance strategies and cost reduction initiatives Regularly collaborate with and influence colleagues from multiple areas including Supply Chain Management, Procurement, Marketing, and Tax to deliver beneficial recommendations to Merck Sr. Leadership Serve as the primary Merck financial liaison for a key contract manufacturing relationship Lead and develop a staff of 1 Sr. Financial Analyst."",   Senior Financial Analyst   04/2006   to  04/2007   Company Name   City   ,  State Sales & Marketing Prepared the annual budgets and numerous scenario analyses for the Cordis Neurovascular US Sales & WW Marketing groups: ~$20MM in spending.  ,   Senior Financial Analyst   06/2004   to  03/2006   Company Name   City   ,  State Prepared the annual budgets for the West Point Quality Organization (WPQO) and Vaccine Tech & Engineering group (VTE): ~$100MM in combined spending.   ",   Served on Finance Recruiting teams to identify talent at the 2004 and 2005 National Black MBA Conferences.   ,0.0,0.0,1998.0,2005.0,7,7,0.2
272,"   Skills Administrative Assistant, attention to detail, banking, benchmarking, Clerical, excellent communication, competitive, Consultant, Customer Service, delivery, Driving, fast, focus, Human Resources, HR, Leadership, listening, Director, Market, Marketing, Microsoft Access, Microsoft Excel, Excel, Microsoft Office, Microsoft PowerPoint, SharePoint, Microsoft Word, nursing, organizational design, organizational skills, organizational, Perioperative, profit, Project Lead, Recording, Recruiting, Retail, sales, Scheduling, Supervisor, swift, employee development Additional Information Corporate Citizenship/Certifications Awards Horizon Award Recipient, ROCKS Award Recipient Six Sigma Yellow Belt Trained 2010Project SEARCH Project SEARCH 5/3 Bank Donations Committee Chair 2010, 2011, Auction to Benefit Project SEARCH planning committee Teach a Child to Save Classroom Initiative United Way Donations Captain, Day of Caring Volunteer, Contributor.  ,   Support the following functions within the Retail line of business; Employee Engagement analysis and delivery (this including focus groups and listening sessions), Talent Review, organizational design, Performance and talent management cycles, and partner with learning to coordination professional skills based training registration and annual compliance training adherence, Support Market Manager and Regional Managers on all HC initiatives (Recruiting, Training, Performance, Development, Engagement, Retention).   ","   Education 1995 Kalamazoo & GRCC Community College University of Phoenix   BSBM   :  Business Management   Business Management Interests Project SEARCH 5/3 Bank Donations Committee Chair 2010, 2011, Auction to Benefit Project SEARCH planning committee Teach a Child to Save Classroom Initiative United Way Donations Captain, Day of Caring Volunteer, Contributor.   ",0.0,0.0,2010.0,2011.0,1,1,0.02857142857142857
273,"   Highlights Customer service-focused Relationship building expert Deadline-driven Exceptional multi-tasker Microsoft Office Suite expert Self-directed Excellent written and verbal communicator Multi-media marketing Experience Marketing Manager   Nov 2011   to  Oct 2016   Company Name   ï¼\u2006  City   ,  State Drive strategic marketing planning as well as tactical execution for the 6 regions.  ,   Ticket Office Manager   Nov 1998   to  Feb 2005   Company Name Managed as many as 200 performances a year in 3 different theaters.  ,   Work with Executive, Sales, and Engineer teams to run annual Summit. Manage Marketing Department Staffing Foster relationships with potential customers, drive brand awareness and create effective sales and marketing opportunities.   ","   Education Associate of Arts   ,  General   Pierce Community College High School Diploma   Woodrow Wilson High School Technical Skills Operating Systems: Windows 10 and below Â  Databases: Constant Contact, ConnectWise, Raisers Edge, Auction Tracker, Auction Pay, ArtSoft, ResNet Â  Graphics Tools: Adobe Photoshop Elements, Microsoft Publisher Additional Information One of 4 Marketing Managers chosen in 2015 for a National 9 Month Training Board Member West Sound Roller Girls Roller Derby Team Franciscan Foundation Scholarship award winner 2009Â   ",0.0,0.0,1998.0,2015.0,17,17,0.4857142857142857
274,"   Dynamic Leadership-Team Building  and Staff Training Strategic planning Cross Departmental Communications Service Quality Improvement Customers Relations Budgeting Analysis, Forecasting and Cost Reductions Productivity Reporting Contract Compliance Professional Experience Operations Manager   01/2002   to  Current   Company Name   City   ,  State Managed Yard and Terminal Operations Center SuperIndendent of RailRoad Department, Vessel Operations and Customer Service Solicited operational feedback from Union and implemented those recommendations, improved by 23% Improvements in productivity thus reduced operating budget from $52M to $48M a year U.S. Customs and Coast Guard grade of 100% for scanning and inspection of cargo within 24 hrs of discharge Reduction in turn-times averages (industry metric measuring efficiency) from 30.15 minutes to 28.33 minutes Vessel Operations: Managed 6 to 10 union bosses and indirectly 70 clerks and longshoremen.   ","   B.A   :  Business Administration   1 1999   Whittier College   City   ,  State Business Administration Peter D. Veazey Accomplishments Hazardous Materials Training Awareness Weber Readiness, 2050 John S. Gibson San Pedro, CA, 2013 to 2016.  ,   Education M.B.A   :  Alternative Dispute   1 2008   Pepperdine University   City   ,  State   Alternative Dispute  ,   Skills arbitration, automation, budgeting, budget, concise, conflict resolution, client, clients, Customer Service, delivery, forecasting, government, leadership, MBA, mediation, negotiations, payroll, pick, policies, reporting, safety, scanning, staffing, strategic planning  ,   The emphasis of my MBA is in alternative dispute resolution which focuses on leadership, business negotiations (collective bargaining, arbitration and mediation) and conflict resolution.   ",0.0,0.0,1997.0,2008.0,11,11,0.3142857142857143
275,"   10/2001   to  12/2003 General Manager   Company Name   ï¼\u2006  City   ,  State Consistently met and exceeded department expectations for productivity and accuracy levels.  ,   11/2009   to  05/2011 General Manager   Company Name   ï¼\u2006  City   ,  State Implemented business-building and relationship-building expectations with uniquely assigned accounts and customers.  ,   12/2003   to  11/2006 Area Manager   Company Name   ï¼\u2006  City   ,  State Defined strategy and business plan for multiple locations.  ,   Associate of Applied Science   :  Surgical Technology / Emergency Medicine   Academy of Health Sciences   ï¼\u2006  City   ,  State Surgical Technician Certificate EMT Certificate Medical Specialist Certificate Coursework in Health Science and Nursing Health Management coursework Certifications Apex Fitness Systems, California dotFIT Systems, California National Academy of Sports Medicine, California International Physical Fitness Association, Florida Surgical Technologist Medical Technologist National Registry of Emergency Medical Technicians (EMT-B), Texas Skills Account Management, Accounts Payable/Receivable, Budgeting, Business Development, Client Relations, Cold Calling, Computer Proficient, Creative Problem Solving, Customer Needs Assessment, Customer Satisfaction, Customer Service, Expense Control, Internal Auditing, Lead Development, Marketing, Multi-Task Management, Product Development, Project Management, Reporting, Sales, Territory Sales Experience, Payroll   ","   Education Bachelors Degree   :  Biology   University of Texas   ï¼\u2006  City   ,  State Minor in Sports Medicine.   ",0.0,0.0,2001.0,,0,0,0.0
276,   Experience Finance Manager   February 2001   to  September 2014 Determining financial objectives.   ," ""Company Name   ï¼\u2006  City Maintained basic accounts, book keeping Reconciliation of Bank statements Ledger entries, journal entries Customer relations Invoice entries and cross checking Prepared and analyzed financial statements Making Cheques for parties Maintained Ledger for Sales, purchase Making Vouchers & Entries in Computer Cash Handling & Preparation of Day Book. Education Master  s degree M.B.A   :  Finance   Brooklyn Park University   Finance Location:"", ""MBA -Finance with 20 years   experience in the field of accounts & finance."" ",0.0,0.0,2001.0,,0,0,0.0
277,"   Adviser to Managing Director, five (5) Sr. Managers, thirty eight (38) Managers and eleven hundred plus (1100 +) Employees.  ,   Area Manager - Partner   01/2003   ï¼\u2006  01/2004   Company Name   City   ,  State Source  ,   Client Service Manager - Branch Manager   01/1996   ï¼\u2006  01/1998   Company Name   City   ,  State   Responsible for guiding team of HR professionals dedicated to selecting qualified candidates to work at various client locations.  ,   Experience Human Resources Manager   08/2012   ï¼\u2006  Current   Company Name   City   ,  State To drive business initiatives by providing strategic HR guidance to leadership and management through planning, organizing and controlling the activities of the Human Resources Department.  ,   Management Selection Consultant - Organizational Development   01/2001   ï¼\u2006  01/2003   Company Name   City   ,  State   Responsible for recruitment, selection, training and development of management/exempt level personnel.  ,   Regional Recruitment Manager   01/1998   ï¼\u2006  01/2001   Company Name   City   ,  State   80% travel among 21 matrixed facilities, establishing recruitment processes and practices that generated results.  ,   Store Manager   01/1988   ï¼\u2006  01/1996   Company Name   City   ,  State   Managed 24hr location.   ","   Education Masters   :   Keller Graduate School of Management / Tinley Park, IL   -  Human Resource Management   City   ,  State   ,  US Keller Graduate School of Management / Tinley Park, Illinois Masters in Human Resource Management (MHRM) Bachelor of Science   :   Alcorn State University   -  Business Administration   City   ,  State   ,  US Alcorn State University / Lorman, Mississippi Bachelor of Science: Business Administration Certifications Human Resources Certification Institute (HRCI)   ",0.0,0.0,1100.0,,0,0,0.0
278,"   Achievements: Any recognition, awards, honors Interests: Include any interests you have LEADERSHIP & ACTIVITIES CADET FOR A DAY, INC.  COLORADO SPRINGS, CO FOUNDER/PRESIDENT  NOV 2011 - PRESENT  Founded and direct national 501 (c)3 non-profit spanning 3 states bringing diverse elementary students to the United  States Air Force Academy for a ""cadet for a day"" experience; exposes students to engineering and school opportunities  Built organization structure, lead executive team with special initiatives department; fundraised $56K for annual budget  Monitor non-profit compliance, write and deliver grant presentations, and speak publically about organization experiences Interests: Volleyball, CrossFit, World Cup  ,   Education and Training Bachelor of Degree  MONTH   UNDERGRADUATE SCHOOL   ï¼\u2006  State   4.0 Bachelor of Science   :  Aeronautical Engineer  MAY   ,  2015   UNITED STATES AIR FORCE ACADEMY  COLORADO   ï¼\u2006  City   ,  State Aeronautical Engineer  MAY 73/4.0 3.67/4.0 Introduction to Finance Theory, Probability & Statistics, Multivariable Calculus,  Thermodynamics I & II  Roslyn Schulte Memorial Scholarship: awarded to rising college junior that demonstrated leadership and social  responsibility  London School of Economics Study Abroad Program (   : Spring 2014   COLORADO ACADEMY  DENVER  ,   INVESTMENT BANKING SUMMER ANALYST Skills Java, C+, Python, App development Experience INVESTMENT BANKING SUMMER ANALYST   May 2013   to  August 2013   Company Name   ï¼\u2006  City   ,  State Advised on $1.2B sell-side M&A deal, completed buy-side M&A screen, and contributed to 11 total project teams  Drove financial analysis for sell-side M&A deal, built the levered model projecting operations, financing and returns  Completed 3 subsequent model iterations and built sensitivities; coded Excel macros to improve client experience  Communicated with clients, partner banks, Goldman leadership to create investor materials and facilitate deal processes  Performed M&A screen for $20B client, designed 7 quantitative screen criteria and ranked 30 potential targets  Built accretion-dilution mini-combo model with flexible architecture facilitating numerous targets and premium scenarios  Read equity research and 10-Ks to create profiles, perform sum-of-the-parts valuation, and write growth commentary.  ,   Interests CADET FOR A DAY, INC.  COLORADO SPRINGS, CO FOUNDER/PRESIDENT  NOV 2011 - PRESENT  Founded and direct national 501 (c)3 non-profit spanning 3 states bringing diverse elementary students to the United  States Air Force Academy for a ""cadet for a day"" experience; exposes students to engineering and school opportunities  Built organization structure, lead executive team with special initiatives department; fundraised $56K for annual budget  Monitor non-profit compliance, write and deliver grant presentations, and speak publically about organization experiences Languages Language (fluent)  Language (conversational) Skills C+, Calculus, content, client, clients, data analysis, Economics, equity, Finance, financing, financial, financial analysis, French, Java, leadership, macros, materials, Excel, pick, processes, Python, Read, research, sales, SAT, Spanish, Statistics, strategic, Technical Training, unique, valuation Additional InformationLEADERSHIP & ACTIVITIES ORGANIZATION  CITY, STATE POSITION  MONTH, YEAR - MONTH, YEAR Summary of organization purpose if not well known; this provides context for job (good starting place is organization mission statement).   ",,0.0,0.0,2011.0,,0,0,0.0
279,"   Affiliations Information Technology Specialist University of the District of Columbia, Workforce development 2018  Licensed Registered Engineer Council for regulation of Engineering in Nigeria COREN)  ,   Engineer Intern   ,  08/2000   to  01/2001   Company Name   Produce a piping and instrumentation diagram of the pumphouse, cooling tower and condensate lines.  ,   Engineer Intern   ,  08/2000   to  01/2001   Company Name   Produce a piping and instrumentation diagram of the pumphouse, cooling tower and condensate lines.  ,   Facility Engineer Intern   ,  10/2002   to  09/2003   Company Name   Analyzed process data from newly revamped furnace to improve efficiency of long-term performance monitoring plan by over 50%.  ,   Facility Engineer Intern   ,  10/2002   to  09/2003   Company Name   Analyzed process data from newly revamped furnace to improve efficiency of long-term performance monitoring plan by over 50%.  , ""INFORMATION TECHNOLOGY SPECIALIST Experience Information Technology Specialist   ,  08/2015   to  05/2020   Company Name   â€“  State   Build, implement or support electronic health records and other systems that store patient  s data."",   Principal Chemical Engineer / Information Technology Specialist   ,  10/2005   to  06/2015   National Board for Technology Incubation, Abuja Nigeria  (Federal Ministry of Science and Technology).  ,   Principal Chemical Engineer / Information Technology Specialist   ,  10/2005   to  06/2015   National Board for Technology Incubation, Abuja Nigeria  (Federal Ministry of Science and Technology).  , ""Work History Information Technology Specialist   ,  08/2015   to  05/2020   Company Name   â€“  State   Build, implement or support electronic health records and other systems that store patient  s data."" ","   EducationMaster of Science   :  Chemical Engineering   ,  11/2005   University of Lagos   -  City   Master of Science Degree   :  Computer Science and Information Technology   University of the District of Columbia   -  City   Bachelor of Engineering   :  Chemical Engineering   ,  09/2001   Federal University of Technology   -  State   Data Communication Network, Course Title: Ample view towards 5g mobile network  ,   University of the District of Columbia   -  State   Information Security, Course   University of the District of Columbia   -  State   Tittle: An overview of cloud software-as- a service (SaaS) computing model.   ",0.0,0.0,2000.0,2005.0,5,5,0.14285714285714285
280," ""Professional Highlights Implemented a sustainable quality improvement program within Orland Park School District 135  s Physical Education curriculum, impacting over 4800 students grades K-8  Revised a Rush University graduate nursing course curriculum improving online discussion & critical thinking techniques in accordance with national Quality Matters Standards Â & Competencies for Nursing Education Designed course curriculum, including exam design and evaluation, within university graduate level nursing programsÂ  Currently establishing Medical Advisory Board within Orland Park Township, coordinating with University of Chicago and local community stakeholders to provide health services and education programs to district students and athletes Played a major role as medical liaison in medical sales venues educatingÂ MDs, surgeons, APNs, RNs, and surgical staff while maintaining business benchmarks and quotasÂ  Successful author & editor in preparing medical manuscripts, proposals, and policies for publication submission Effective presenter with ability to convey complex concepts to a variety of audiences and identification of training needs Managed several projects with budget limitations, as well as securing fundingÂ  Experienced in research, data analysis, andÂ  documentation of health conditions & treatment topics, public health issues, & student safety Supported school district staff & community education on physical, cultural, and socioeconomic diversity of student population Experience Company Name   City   ,  State   Faculty, Clinical Instructor, & Clinical Coordinator   05/2016   to  Current Responsible for course lecture, and leadership of clinical instructors within the Master  s Entry Nursing Program (MENP) Designed and provided evidence-based information achieving  course objectives as required through university program protocol and the national guidelines of competencies for registered nurses Partnered with Clinical Simulation Manager to develop, implement, and evaluate clinical scenarios within the simulation laboratory environment to optimize student learning outcomes Coordinated directly with Medical Education Department personnel to augment the clinical rotation experience with hands-on and observation opportunities for students â€‹â€‹ â€‹ Company Name   City   ,  State   School Nurse   08/2011   to  Current Demonstrates advance skills in the nursing process of physical assessment, implementation, and evaluation with students and staff Attention to cultural diversity within the health care setting and its effect on care delivery & treatment management Serves as a strategic partner providing school wide proactive direction & training for health and emergency action plans Provides management, recommendation, and consulting services to administrative leadership team on individual student medical status and needs according to state and federal regulations to ensure academic success Excellent skills in finalizing and disseminating medical review dataÂ  Administers vision and hearing screenings and addresses results with referral resources as contracted with district partnerships and the Illinois Department of Public Health Successfully initiates and manages projects involving teen student volunteers for community service learning in accordance with high school department policies Assures strict adherence to Illinois standards of the Professional School Nurse Practice Act, Illinois School District 135 Board of Education policies, protocol, and procedures regarding student-patient care, safety, data collection, and confidentiality â€‹â€‹ Company Name   City   ,  State   Clinical Specialist   09/2009   to  09/2011 Provided contractual clinical services to a global medical device company specializing in design, development, and commercializing complex spine and minimally invasive spine technologies and operative techniques."" ","   Extensively trained to deliver the most sophisticated level of treatment and surgical expertise in Trauma, Complex Pediatric Cardiac Surgery, Neonatal, and General Pediatrics. Successfully performed extensive RN role within cardiology specialty, exhibiting expertise in clinical anatomy and physiology, thorough understanding of surgical interventions and corrective procedures, while encompassing professional and compassionate patient care â€‹â€‹ Education Doctorate in Nursing Practice   :   Pediatric Primary Care   2016   Rush University   ,  City   ,  State Associate of Applied Science   :   Nursing   Richard J. Daley College   ,  City   ,  State Bachelor of Science   :   Nutrition   Northern Illinois University   ,  City   ,  State Minor in  Journalism   Licensure & Certification Registered Nurse (1994)  , ""Nationally Certified School Nurse, National  Board for Certification of School Nurses (2017) Designation for Individualized Education Program (IEP) privileges, Illinois State Board of Education (2017) Professional Presentations Evaluation of School District Implementation of the Knee Injury Prevention Program, Rush University Polycystic Ovarian Syndrome in Adolescent Females, Rush University Medical Center Female Athlete Triad, Sports Medicine Conference, Illinois School District 230 Quality Matters Concepts in Online Higher Education Course Delivery, Rush University Fostering Debate in Online Courses, Rush University Scholarship Wrist Pain in Gymnasts: A Review of Common Overuse Wrist Pathology in the Gymnastics Athlete, Current Sports Medicine Reports (2016), official journal of the American College of Sports Medicine Evaluation of School District Implementation of the Knee Injury Prevention Program, submitted to Sports Health (2016) â€œNurses making an impact: Reducing school athlete injuries.â€\u2006Â  Chicago Tribune (2016) http://www.chicagotribune.com/brandpublishing/nursing-in-action/ct-nurses-making-an-impact-reducing-school-athlete-injuries-20160720- story.html Affiliations Illinois High School Association Illinois Association of School Nurses, member American Diabetes Association, Teen Adventure Camp, Illinois Chicago Marathon Medical Staff Special Olympics Medical Staff Society of Children  s Book Writers and Illustrators"" ",0.0,0.0,2009.0,2017.0,8,8,0.22857142857142856
281,"   Manager   ,  06/2003   to  06/2006   Company Name   â€“  City   ,  State   Assisted with the running of the Des Moines Store (Largest in district).  ,   Skills Project management Program management Process improvement Requirements gathering Team leader Strategic planning Results-oriented Effective multi-tasker Data analysis Team player Team building Extensive technology experience Work History Information Technology Manager/Analyst   ,  07/2006   to  Current   Company Name   â€“  City   ,  State   Analyze the technology needs of the Graduate College, to develop short term and long term goals and to meet and implement the solutions to those needs by working with internal, external or mixed teams tech or non-tech teams.  ,   Web Communications Manager   ,  01/1999   to  01/2003   Company Name   â€“  City   ,  State   Developed and managed websites and web software related projects while staying within the $2 million budget of the Web Communications department.   ","   Education Family Financial Planning (Graduate Certificate)   :  Iowa State University   -  City   ,  State   Will be a Certified Financial Planner after completion.   :  1 1998   GPA:  GPA: 4 . 0   GPA: 4 . 0 B.S   :  Marketing   ,  Iowa State University   -  City   ,  State   Marketing Microsoft Front Page Certified New Horizons - Des Moines, IA A CCOMPLISHMENTS   :  1 1999   l Rolled out the first company wide intranet for a Fortune 500 Company.  ,   l Implemented entire electronic thesis/dissertation solution at Iowa State University.  ,   l Published paper at International Academy of Technology Education, and Development (IATED) conference: Empowering Departments Across the University by Using Web Technologies Â\u2006 2  , ""Â   Led the Graduate College IT team for over eight years Implemented Software Development Lifecycle MethodologyÂ  Appointed to Iowa State University  s Paperless Task force to represent the Graduate College Elected to the Professional and Scientific Council to represent P&S employees Led strategic initiates for the Graduate College for past three years Communication leader between faculty, staff, and central IT Proficient in the use and implementation of industry IT standards Regularly translate detailed program requirements into technical specifications."",   Â  Supervise and manage the composition of the Graduate College information technology team focusing on balancing technology skills based on short and long term goals.   ",0.0,0.0,1999.0,1999.0,0,0,0.0
